cm_key,mvar2,mvar3,mvar4,mvar5
74905,0,0,3,35
74906,0,0,2,26
74907,0,0,2,7
74908,1,80190,1,28
74909,1,7573,3,9
74910,0,0,1,22
74911,1,0,4,119
74912,1,22275,5,8
74913,0,0,2,185
74914,0,0,4,14
74915,2,109058,4,35
74916,0,0,8,4
74917,0,219186,3,191
74918,6,0,2,113
74919,0,0,1,59
74920,3,48114,8,15
74921,0,0,2,21
74922,1,0,2,33
74923,0,0,2,271
74924,0,106920,6,8
74925,4,434629,3,93
74926,1,64152,3,32
74927,4,0,6,7
74928,1,126165,3,32
74929,0,96228,0,16
74930,3,0,2,19
74931,4,0,2,17
74932,0,38491,2,14
74933,0,0,1,123
74934,0,0,8,41
74935,2,0,2,14
74936,0,53460,1,300
74937,1,0,2,1
74938,0,8019,12,56
74939,3,0,3,355
74940,0,0,4,12
74941,0,195663,9,7
74942,1,0,0,38
74943,3,133650,2,33
74944,3,133917,8,91
74945,5,164656,4,66
74946,0,32610,1,263
74947,0,0,4,9
74948,4,80190,5,3
74949,0,0,1,198
74950,4,0,3,2
74951,0,0,3,48
74952,2,0,0,33
74953,0,13365,12,8
74954,0,95693,4,72
74955,0,0,2,142
74956,0,0,1,16
74957,1,0,5,48
74958,0,0,0,83
74959,0,0,3,21
74960,0,0,2,299
74961,1,71636,1,91
74962,0,0,6,102
74963,1,50787,2,183
74964,4,0,3,75
74965,1,0,5,16
74966,0,0,7,77
74967,3,176418,3,25
74968,4,0,1,84
74969,3,0,0,19
74970,0,0,3,1
74971,0,0,4,171
74972,1,37422,3,195
74973,1,51321,3,93
74974,5,0,2,7
74975,1,16038,2,218
74976,0,0,4,6
74977,0,171963,12,2
74978,5,133650,1,355
74979,0,88743,1,148
74980,0,0,2,25
74981,0,160380,8,90
74982,0,0,5,16
74983,0,0,2,61
74984,1,0,3,43
74985,1,0,2,10
74986,0,0,0,41
74987,1,0,2,285
74988,0,53460,5,17
74989,0,0,5,178
74990,0,0,1,75
74991,0,32076,4,5
74992,0,0,4,143
74993,1,47935,1,84
74994,0,84466,4,290
74995,0,0,1,75
74996,1,0,3,51
74997,0,0,3,312
74998,0,0,1,145
74999,0,0,2,77
75000,2,0,9,9
75001,0,0,2,205
75002,1,165726,1,49
75003,1,0,2,32
75004,1,133650,3,41
75005,3,398811,6,72
75006,1,0,1,37
75007,1,0,1,35
75008,0,0,4,55
75009,0,5880,1,112
75010,1,0,1,184
75011,2,0,4,36
75012,2,67894,1,4
75013,4,0,1,13
75014,4,0,5,41
75015,0,0,0,355
75016,1,16038,2,54
75017,0,0,0,252
75018,0,0,1,107
75019,0,164122,3,148
75020,0,32076,4,35
75021,0,0,0,28
75022,0,192456,5,48
75023,0,139530,2,20
75024,0,10692,6,43
75025,0,0,3,242
75026,5,26730,9,21
75027,0,0,4,22
75028,1,363528,4,4
75029,0,0,3,17
75030,0,0,6,92
75031,0,0,4,20
75032,3,0,5,183
75033,0,0,3,225
75034,0,0,1,53
75035,1,0,2,68
75036,3,0,3,119
75037,0,188357,4,141
75038,2,0,4,355
75039,1,83932,2,26
75040,1,82328,5,225
75041,0,0,3,7
75042,2,52390,3,163
75043,1,0,2,75
75044,1,0,4,14
75045,0,0,1,32
75046,5,0,6,50
75047,0,0,2,139
75048,0,0,4,222
75049,0,0,2,13
75050,0,0,1,77
75051,0,0,1,74
75052,1,32076,1,60
75053,0,0,2,22
75054,0,33145,0,223
75055,2,0,4,16
75056,1,0,2,296
75057,0,0,3,29
75058,0,0,0,89
75059,0,43837,4,259
75060,0,16038,2,177
75061,3,0,1,251
75062,1,0,1,35
75063,0,17820,9,4
75064,1,7484,7,2
75065,4,0,2,207
75066,0,0,2,335
75067,1,0,2,243
75068,1,0,4,55
75069,0,0,4,16
75070,0,0,3,43
75071,0,0,0,338
75072,0,106920,4,91
75073,1,0,5,300
75074,2,80190,4,7
75075,7,0,4,14
75076,4,45441,2,130
75077,0,0,8,7
75078,0,0,3,83
75079,0,5346,5,13
75080,1,0,0,287
75081,2,16038,4,184
75082,1,0,6,53
75083,0,0,3,88
75084,0,37422,7,7
75085,0,0,4,37
75086,0,0,2,80
75087,1,0,4,24
75088,0,0,1,223
75089,1,0,0,42
75090,0,73774,3,106
75091,0,0,3,240
75092,0,0,2,7
75093,0,294564,1,10
75094,0,0,2,89
75095,2,0,4,5
75096,4,245916,4,24
75097,1,64152,4,8
75098,0,246807,1,12
75099,1,0,2,7
75100,0,0,6,7
75101,4,0,5,2
75102,1,0,3,282
75103,0,13365,3,17
75104,0,0,2,28
75105,0,0,3,120
75106,0,32076,2,15
75107,1,0,3,21
75108,1,0,1,85
75109,0,55063,2,63
75110,1,267300,4,127
75111,1,0,4,309
75112,1,0,2,82
75113,0,0,3,34
75114,0,0,4,38
75115,0,0,2,2
75116,0,0,2,274
75117,1,0,4,4
75118,0,123492,2,185
75119,0,0,1,75
75120,1,0,2,263
75121,0,0,4,295
75122,0,32076,1,28
75123,2,0,0,106
75124,0,93020,1,31
75125,1,0,3,226
75126,0,133650,5,98
75127,0,0,4,130
75128,1,0,4,55
75129,3,0,2,202
75130,1,363528,4,44
75131,2,0,1,9
75132,0,180694,8,191
75133,1,280665,3,7
75134,0,0,1,118
75135,2,0,1,265
75136,0,0,6,35
75137,1,0,4,63
75138,0,35640,12,10
75139,0,0,2,27
75140,4,0,1,94
75141,1,0,0,130
75142,0,256608,2,178
75143,0,0,2,12
75144,4,16038,1,95
75145,1,0,8,116
75146,0,0,6,23
75147,2,43302,2,51
75148,0,0,5,84
75149,1,0,3,32
75150,1,320760,3,248
75151,2,280665,3,100
75152,0,31006,1,28
75153,3,0,3,65
75154,0,0,1,56
75155,0,85536,12,94
75156,7,133650,4,12
75157,2,0,0,14
75158,5,0,3,89
75159,0,14612,12,4
75160,0,214018,7,41
75161,0,0,12,6
75162,0,72171,1,91
75163,3,60944,6,355
75164,0,0,4,12
75165,0,117612,6,5
75166,0,0,1,47
75167,0,0,7,175
75168,1,0,2,33
75169,0,79477,4,28
75170,2,163053,1,2
75171,1,112266,4,266
75172,0,130531,7,121
75173,0,0,5,66
75174,0,0,2,18
75175,2,3564,4,137
75176,0,0,3,202
75177,0,50787,2,22
75178,1,0,0,17
75179,4,0,3,2
75180,1,0,4,134
75181,5,106920,4,48
75182,0,0,4,14
75183,2,0,2,7
75184,1,25660,8,144
75185,0,42768,3,226
75186,6,0,4,29
75187,0,0,3,50
75188,3,133650,1,72
75189,0,12830,4,83
75190,4,106920,4,23
75191,1,0,3,126
75192,0,0,1,15
75193,1,0,4,20
75194,0,0,4,181
75195,1,0,3,12
75196,0,0,2,321
75197,1,99792,6,61
75198,0,0,4,36
75199,0,0,4,19
75200,2,80190,4,294
75201,7,0,0,39
75202,0,0,2,6
75203,3,0,4,11
75204,0,117612,2,62
75205,1,137926,4,75
75206,0,115830,3,7
75207,3,263379,3,98
75208,1,0,0,105
75209,1,146836,5,35
75210,2,0,2,28
75211,4,51678,8,27
75212,1,0,4,260
75213,0,0,4,282
75214,0,160380,1,84
75215,1,0,4,81
75216,0,32076,3,3
75217,0,114939,2,106
75218,6,0,5,40
75219,1,17820,7,2
75220,0,0,2,22
75221,1,5346,4,131
75222,1,10692,0,2
75223,3,0,4,89
75224,6,0,1,192
75225,0,0,1,78
75226,0,0,4,247
75227,0,289575,12,10
75228,1,117612,3,8
75229,1,0,4,55
75230,1,0,4,332
75231,7,0,3,266
75232,0,152539,3,16
75233,0,0,0,280
75234,1,187110,4,77
75235,1,88387,1,113
75236,4,0,3,220
75237,0,135788,9,10
75238,0,133650,3,2
75239,0,0,4,22
75240,0,0,4,184
75241,1,103712,2,1
75242,1,0,1,59
75243,0,0,4,29
75244,1,0,0,35
75245,0,202969,1,41
75246,0,53460,2,2
75247,0,70210,3,6
75248,3,0,3,17
75249,1,2673,4,265
75250,3,140065,7,47
75251,2,35283,7,7
75252,1,26730,0,149
75253,0,0,1,263
75254,2,0,3,13
75255,2,0,0,47
75256,0,219720,3,193
75257,1,86605,6,35
75258,1,0,6,63
75259,3,136323,2,113
75260,4,0,0,79
75261,0,0,2,145
75262,3,108523,2,223
75263,1,0,7,77
75264,0,0,3,18
75265,0,49717,5,6
75266,0,32076,6,20
75267,0,0,4,21
75268,1,0,3,60
75269,1,0,1,83
75270,0,0,1,239
75271,0,0,1,355
75272,1,0,0,219
75273,1,53460,0,220
75274,1,0,3,242
75275,0,155568,1,31
75276,1,0,2,5
75277,4,0,1,19
75278,1,0,3,182
75279,0,81259,4,47
75280,3,164656,4,74
75281,0,0,2,232
75282,2,37422,2,2
75283,0,34749,2,215
75284,0,74844,6,50
75285,0,42768,6,3
75286,0,0,4,232
75287,4,0,11,103
75288,0,18711,9,177
75289,3,0,6,355
75290,0,288684,4,175
75291,0,0,2,318
75292,3,106920,3,93
75293,0,53460,7,212
75294,1,0,4,45
75295,2,171072,8,45
75296,0,0,2,38
75297,0,0,4,12
75298,3,140065,0,144
75299,0,0,3,25
75300,0,112266,4,227
75301,0,166260,2,45
75302,1,0,3,52
75303,0,188713,5,133
75304,2,66825,4,11
75305,2,0,1,144
75306,0,0,3,12
75307,0,0,2,5
75308,0,113869,4,68
75309,0,107454,1,84
75310,1,0,1,56
75311,3,0,1,101
75312,0,0,2,53
75313,0,0,1,282
75314,1,33145,1,35
75315,0,103356,11,193
75316,2,425007,5,5
75317,5,0,4,61
75318,1,22185,7,16
75319,2,0,2,355
75320,1,82328,9,304
75321,0,26730,4,34
75322,5,149688,1,169
75323,1,0,4,326
75324,1,0,2,103
75325,0,0,1,21
75326,0,74844,9,2
75327,0,19245,4,11
75328,0,0,4,170
75329,0,0,3,28
75330,1,140065,1,52
75331,1,0,4,14
75332,1,40095,1,67
75333,1,0,2,34
75334,1,58271,12,95
75335,0,70032,5,346
75336,1,55242,12,8
75337,1,122958,5,83
75338,1,0,7,14
75339,1,0,1,238
75340,0,0,1,85
75341,1,0,1,67
75342,0,0,3,150
75343,0,0,1,234
75344,2,0,4,308
75345,0,5346,1,7
75346,4,213840,1,14
75347,0,120819,1,39
75348,0,90436,3,55
75349,0,0,3,7
75350,0,11761,3,109
75351,4,0,3,222
75352,7,434629,4,1
75353,0,0,1,298
75354,0,0,2,333
75355,0,0,6,17
75356,1,96228,4,54
75357,0,0,4,61
75358,0,0,3,205
75359,1,360320,4,6
75360,0,0,3,151
75361,1,0,2,83
75362,1,10692,1,8
75363,4,32967,2,2
75364,0,32610,3,11
75365,4,37422,2,9
75366,0,0,2,35
75367,0,0,4,11
75368,4,0,5,92
75369,0,43035,4,12
75370,0,0,3,355
75371,2,0,3,93
75372,1,0,4,32
75373,2,0,0,110
75374,4,0,2,7
75375,1,0,1,2
75376,0,0,2,33
75377,0,0,4,26
75378,0,0,8,5
75379,7,10513,4,18
75380,0,5346,8,27
75381,0,26730,2,355
75382,0,0,4,12
75383,4,106920,1,34
75384,4,85536,2,191
75385,1,5346,4,108
75386,0,26730,1,144
75387,0,0,2,3
75388,0,53460,4,9
75389,0,16038,7,224
75390,1,0,6,56
75391,0,0,6,94
75392,1,0,1,7
75393,0,0,3,283
75394,0,0,2,11
75395,0,0,4,103
75396,4,4455,4,1
75397,0,109593,1,109
75398,0,0,2,9
75399,5,0,3,53
75400,3,0,2,10
75401,0,128304,2,343
75402,0,257677,5,82
75403,0,18711,4,11
75404,0,0,3,28
75405,4,0,3,28
75406,0,0,4,7
75407,0,111731,1,7
75408,5,0,2,72
75409,0,44550,2,63
75410,5,0,2,58
75411,1,14968,6,70
75412,0,0,3,142
75413,0,0,0,103
75414,0,0,3,127
75415,3,0,2,37
75416,1,330917,2,60
75417,4,0,2,232
75418,0,0,1,81
75419,0,187110,1,92
75420,0,0,4,20
75421,0,252865,3,89
75422,0,0,3,355
75423,1,0,2,1
75424,1,57202,9,27
75425,0,0,4,28
75426,4,0,0,15
75427,1,0,4,143
75428,1,0,2,81
75429,0,0,1,355
75430,3,0,7,202
75431,10,121888,4,67
75432,0,0,6,26
75433,4,0,2,109
75434,0,0,2,82
75435,0,53460,1,133
75436,2,33679,5,188
75437,0,0,6,12
75438,0,25660,7,13
75439,0,32076,2,93
75440,1,0,5,5
75441,0,0,5,196
75442,0,0,1,4
75443,0,0,0,272
75444,3,171072,1,102
75445,5,0,3,355
75446,4,0,2,41
75447,4,0,3,194
75448,0,39649,2,134
75449,0,122958,1,16
75450,2,0,1,205
75451,1,0,1,289
75452,0,0,4,79
75453,1,74844,8,7
75454,3,0,2,6
75455,4,0,2,144
75456,1,0,3,7
75457,0,130442,2,93
75458,4,0,0,264
75459,0,0,2,30
75460,0,66825,3,111
75461,0,13365,2,107
75462,2,132046,5,191
75463,4,0,2,90
75464,0,0,0,355
75465,4,5346,4,29
75466,1,0,2,166
75467,0,0,0,18
75468,2,0,3,167
75469,1,26730,6,137
75470,0,0,2,79
75471,10,0,3,163
75472,0,0,4,62
75473,0,149688,2,107
75474,0,0,4,29
75475,1,0,0,19
75476,2,288684,6,16
75477,4,229878,5,102
75478,2,0,4,11
75479,0,237362,3,96
75480,0,0,4,237
75481,1,0,2,8
75482,0,12563,3,14
75483,5,0,2,331
75484,1,5346,5,241
75485,0,0,7,270
75486,0,26730,0,13
75487,1,28512,6,28
75488,0,0,5,5
75489,3,0,4,13
75490,0,10692,4,283
75491,4,0,2,25
75492,1,0,4,33
75493,0,50787,11,48
75494,1,0,4,3
75495,0,0,0,8
75496,2,0,0,101
75497,1,0,2,25
75498,5,0,0,139
75499,0,0,3,35
75500,0,0,4,21
75501,1,251796,7,266
75502,2,0,4,355
75503,0,155034,0,250
75504,4,0,2,113
75505,1,0,1,149
75506,0,0,2,264
75507,0,0,1,258
75508,2,0,1,82
75509,3,0,3,198
75510,3,0,2,1
75511,0,0,2,30
75512,0,263023,2,109
75513,0,87318,4,28
75514,4,0,2,203
75515,0,0,3,10
75516,0,0,4,24
75517,0,296703,2,293
75518,0,0,2,152
75519,0,166082,4,6
75520,0,209385,6,2
75521,1,0,1,11
75522,2,38491,2,31
75523,0,32076,4,12
75524,0,55598,0,35
75525,0,133650,4,252
75526,0,0,2,5
75527,0,106920,1,221
75528,1,0,2,27
75529,2,0,6,71
75530,1,245916,3,21
75531,0,0,1,84
75532,0,0,6,20
75533,1,8019,1,86
75534,1,122958,1,8
75535,1,0,2,55
75536,0,0,1,20
75537,5,0,3,28
75538,3,0,1,140
75539,0,0,1,91
75540,5,11761,3,51
75541,1,81259,7,11
75542,1,61479,6,276
75543,1,10692,3,85
75544,2,0,2,104
75545,0,192456,6,2
75546,1,58806,4,333
75547,0,0,0,156
75548,0,0,4,8
75549,0,0,2,77
75550,0,0,3,37
75551,0,114939,8,276
75552,0,0,2,15
75553,1,0,0,273
75554,0,0,0,230
75555,0,337867,2,72
75556,2,0,1,219
75557,0,0,1,83
75558,0,0,0,63
75559,4,166082,8,9
75560,0,0,1,41
75561,4,5346,4,2
75562,1,56133,12,125
75563,0,0,1,7
75564,4,400950,2,2
75565,0,149688,10,73
75566,0,99435,4,18
75567,0,0,4,21
75568,0,160380,3,22
75569,4,0,3,5
75570,0,0,2,75
75571,6,0,0,22
75572,1,26730,6,10
75573,1,0,4,3
75574,0,0,2,44
75575,0,0,1,251
75576,0,32076,2,52
75577,2,106920,6,260
75578,0,0,7,4
75579,0,133650,2,88
75580,0,0,4,150
75581,3,0,0,9
75582,0,6949,3,160
75583,1,0,4,35
75584,2,0,0,118
75585,1,0,4,28
75586,0,0,1,98
75587,2,0,5,250
75588,0,0,1,37
75589,1,0,2,1
75590,4,0,1,55
75591,0,0,3,14
75592,0,0,2,48
75593,1,0,2,90
75594,1,16394,12,138
75595,0,95515,4,8
75596,1,0,5,123
75597,4,434629,3,156
75598,0,0,8,11
75599,0,0,4,23
75600,0,0,1,1
75601,1,0,2,338
75602,2,267300,2,355
75603,0,0,2,2
75604,4,0,2,84
75605,0,0,1,12
75606,5,434629,3,103
75607,2,31185,4,12
75608,0,0,5,14
75609,4,0,4,109
75610,0,133650,2,4
75611,5,63617,4,239
75612,0,34749,8,13
75613,1,0,3,234
75614,1,0,8,53
75615,1,0,1,197
75616,1,94089,8,48
75617,0,0,1,7
75618,0,0,3,33
75619,1,0,2,39
75620,0,0,2,89
75621,0,0,2,28
75622,1,106920,2,180
75623,0,0,5,59
75624,0,374220,3,17
75625,0,315414,1,171
75626,0,0,3,18
75627,1,0,2,87
75628,0,64152,2,296
75629,1,0,1,66
75630,0,0,2,22
75631,2,0,4,297
75632,1,108167,4,19
75633,0,55242,4,34
75634,0,0,8,70
75635,1,232551,3,11
75636,0,0,3,5
75637,0,0,5,27
75638,0,0,1,1
75639,0,0,9,10
75640,4,0,4,55
75641,0,106920,4,108
75642,0,0,3,7
75643,5,0,3,90
75644,1,81259,1,127
75645,0,0,8,15
75646,1,0,4,17
75647,0,80190,3,16
75648,0,0,0,301
75649,0,0,0,140
75650,1,0,0,131
75651,0,0,5,10
75652,1,18354,3,20
75653,0,0,11,28
75654,0,0,1,118
75655,0,0,0,6
75656,0,16038,8,26
75657,4,0,2,3
75658,1,61479,8,10
75659,2,2673,8,300
75660,1,0,3,80
75661,5,0,2,8
75662,1,0,2,99
75663,0,0,4,50
75664,0,0,2,310
75665,0,0,1,202
75666,0,0,3,44
75667,11,0,1,2
75668,4,0,6,55
75669,0,0,2,104
75670,0,0,2,11
75671,4,165726,3,163
75672,0,0,2,308
75673,2,0,4,43
75674,0,0,2,90
75675,0,195129,2,170
75676,1,0,2,19
75677,0,130977,5,3
75678,2,0,2,219
75679,0,209563,0,4
75680,3,0,1,6
75681,0,0,2,290
75682,1,0,4,3
75683,4,0,4,33
75684,0,89100,0,13
75685,1,25126,4,42
75686,1,93020,4,355
75687,0,27799,1,204
75688,0,0,1,15
75689,1,117612,6,9
75690,0,0,4,35
75691,3,0,2,18
75692,0,0,4,42
75693,0,0,2,244
75694,3,0,6,87
75695,2,0,3,34
75696,0,265874,7,8
75697,1,0,4,17
75698,2,160380,3,12
75699,0,0,1,11
75700,1,0,4,53
75701,0,7128,2,10
75702,1,0,6,14
75703,0,289575,12,1
75704,0,0,1,130
75705,0,0,4,56
75706,4,267300,7,55
75707,0,80190,3,20
75708,0,0,2,355
75709,11,0,3,355
75710,0,0,4,55
75711,0,66825,0,196
75712,5,0,2,124
75713,1,0,4,150
75714,0,26730,3,81
75715,1,294030,2,185
75716,0,7128,3,86
75717,0,0,3,38
75718,0,0,4,42
75719,0,171072,4,13
75720,0,0,1,48
75721,0,0,1,263
75722,9,434629,6,78
75723,0,0,2,42
75724,0,0,1,179
75725,0,138996,3,7
75726,3,0,2,96
75727,0,53460,2,64
75728,0,0,2,7
75729,2,0,1,23
75730,3,0,3,355
75731,1,26195,3,8
75732,0,69498,4,2
75733,1,400950,3,14
75734,1,0,4,77
75735,2,44550,3,5
75736,0,130977,2,271
75737,1,0,8,13
75738,0,0,5,274
75739,0,0,2,19
75740,0,0,0,2
75741,1,0,1,76
75742,0,22453,8,96
75743,0,0,1,112
75744,1,0,5,96
75745,0,109593,2,31
75746,0,0,5,46
75747,0,142560,9,125
75748,0,0,4,11
75749,0,177487,4,226
75750,0,0,1,337
75751,0,0,2,287
75752,1,0,1,46
75753,1,0,4,89
75754,0,0,8,7
75755,3,229878,4,149
75756,0,0,2,150
75757,1,122958,3,34
75758,0,0,2,53
75759,1,0,1,123
75760,1,434629,2,4
75761,0,0,4,3
75762,2,57736,2,29
75763,0,101574,2,230
75764,0,0,2,47
75765,3,0,8,5
75766,0,17641,1,197
75767,0,0,3,21
75768,0,0,4,280
75769,3,0,1,341
75770,1,0,7,219
75771,0,0,2,221
75772,0,245916,4,35
75773,1,160380,4,5
75774,4,0,3,38
75775,1,125631,1,167
75776,0,0,1,198
75777,2,0,5,288
75778,0,8019,5,27
75779,4,26730,8,42
75780,0,133650,6,40
75781,1,0,4,320
75782,3,0,1,167
75783,0,0,2,44
75784,0,42768,4,1
75785,1,0,3,7
75786,0,0,0,74
75787,1,0,12,4
75788,3,0,4,126
75789,6,0,4,238
75790,0,0,1,21
75791,2,42768,3,7
75792,5,26730,1,13
75793,0,0,1,135
75794,0,0,3,89
75795,0,99970,5,237
75796,7,0,1,17
75797,1,0,8,174
75798,1,0,2,8
75799,1,0,3,131
75800,4,0,0,44
75801,0,98366,4,46
75802,0,0,3,256
75803,3,133650,1,33
75804,0,393465,4,7
75805,0,5346,2,105
75806,2,133650,5,164
75807,0,0,0,7
75808,0,17641,4,4
75809,3,112800,5,222
75810,3,0,1,204
75811,1,0,4,25
75812,1,223106,9,58
75813,0,103356,0,50
75814,3,0,2,14
75815,6,0,1,50
75816,4,16038,3,6
75817,0,133650,4,131
75818,1,0,2,21
75819,0,0,2,57
75820,0,0,3,196
75821,2,0,3,55
75822,2,7395,8,242
75823,0,0,1,14
75824,1,0,7,44
75825,1,269527,2,295
75826,2,48114,0,41
75827,2,143629,4,96
75828,0,112266,1,93
75829,0,0,4,14
75830,2,0,1,91
75831,0,187110,4,144
75832,1,22453,1,104
75833,0,0,3,16
75834,1,110127,3,26
75835,0,18176,2,82
75836,0,0,7,26
75837,0,21384,3,104
75838,0,0,2,7
75839,0,0,3,36
75840,3,434629,5,127
75841,3,0,1,191
75842,2,38847,6,12
75843,1,0,3,114
75844,0,109593,2,7
75845,0,0,4,195
75846,0,62548,4,23
75847,0,0,2,101
75848,0,0,6,182
75849,5,16038,0,1
75850,0,8553,2,21
75851,2,133650,5,4
75852,3,0,0,15
75853,0,26195,7,25
75854,0,53460,2,14
75855,2,133650,6,41
75856,1,5346,3,137
75857,0,0,0,317
75858,0,135788,2,10
75859,0,48114,12,14
75860,2,0,2,348
75861,1,400950,3,1
75862,1,0,0,252
75863,0,0,2,240
75864,0,0,3,89
75865,0,0,1,13
75866,2,0,7,184
75867,0,0,3,4
75868,1,0,1,74
75869,0,400950,5,7
75870,1,0,1,108
75871,0,0,4,344
75872,0,0,2,15
75873,0,133650,5,77
75874,0,0,4,47
75875,4,0,4,74
75876,2,0,5,17
75877,1,58806,6,122
75878,0,0,3,355
75879,2,0,3,13
75880,0,26730,12,2
75881,1,113869,5,7
75882,0,0,3,1
75883,0,0,2,5
75884,0,0,0,85
75885,0,0,1,76
75886,0,0,2,158
75887,3,0,5,105
75888,0,0,2,1
75889,0,0,1,3
75890,0,0,3,60
75891,0,0,0,83
75892,4,200475,5,7
75893,1,5346,5,19
75894,1,59251,4,29
75895,0,42768,8,7
75896,3,267300,4,63
75897,0,0,4,56
75898,0,138996,3,5
75899,1,0,5,13
75900,5,0,2,77
75901,1,0,8,48
75902,1,0,4,17
75903,0,62370,1,8
75904,3,0,0,147
75905,1,0,0,220
75906,0,0,8,222
75907,2,0,4,97
75908,0,0,1,173
75909,2,8464,7,23
75910,4,0,3,210
75911,0,235224,2,7
75912,1,0,2,355
75913,1,138461,1,27
75914,0,17820,3,36
75915,5,0,2,348
75916,0,0,4,355
75917,0,0,1,57
75918,1,266765,6,41
75919,0,381169,1,94
75920,0,165726,1,1
75921,1,0,1,49
75922,0,21384,8,14
75923,0,0,4,69
75924,0,0,5,230
75925,0,0,2,355
75926,0,0,0,1
75927,0,0,5,103
75928,0,0,1,55
75929,1,0,3,158
75930,1,0,5,6
75931,4,283338,0,77
75932,1,0,5,239
75933,0,55063,5,215
75934,0,41698,4,240
75935,0,0,2,23
75936,1,0,1,144
75937,2,0,4,263
75938,0,39471,7,161
75939,0,35996,4,42
75940,0,0,1,124
75941,1,102108,1,7
75942,1,0,1,232
75943,0,133650,6,3
75944,0,0,4,205
75945,1,0,4,5
75946,0,106920,6,39
75947,0,0,2,355
75948,0,14968,4,93
75949,1,0,4,19
75950,0,214909,3,84
75951,0,0,3,33
75952,0,0,1,112
75953,0,10692,4,19
75954,1,0,5,41
75955,4,0,4,49
75956,2,130977,6,2
75957,4,434629,1,22
75958,0,60588,4,39
75959,1,0,5,21
75960,4,0,0,51
75961,1,0,3,207
75962,1,0,1,23
75963,0,0,4,223
75964,0,16038,2,78
75965,0,0,4,190
75966,0,192456,5,223
75967,3,0,0,115
75968,1,15503,4,119
75969,0,32076,3,4
75970,0,53460,4,41
75971,2,0,3,48
75972,1,0,4,187
75973,0,0,4,134
75974,0,267300,3,72
75975,4,400950,11,7
75976,4,0,1,129
75977,2,0,3,50
75978,1,0,1,64
75979,4,0,3,48
75980,0,133650,3,112
75981,0,21384,5,25
75982,5,0,2,62
75983,2,48114,4,51
75984,0,122958,2,69
75985,1,0,2,14
75986,0,187110,5,61
75987,0,0,4,69
75988,0,0,2,34
75989,0,0,3,40
75990,1,160380,1,355
75991,1,0,3,168
75992,2,329313,5,1
75993,0,32076,7,107
75994,0,0,4,10
75995,6,0,1,122
75996,7,0,3,71
75997,1,0,5,62
75998,5,400950,3,127
75999,2,39204,3,202
76000,3,359785,2,5
76001,0,0,2,243
76002,0,0,0,9
76003,2,0,4,37
76004,0,53460,7,4
76005,2,0,1,50
76006,1,0,2,272
76007,0,0,2,8
76008,0,0,4,13
76009,2,213840,3,72
76010,1,0,4,14
76011,4,0,1,145
76012,4,175883,4,116
76013,0,208494,5,58
76014,1,195129,3,6
76015,1,0,1,170
76016,3,0,1,36
76017,0,0,2,141
76018,0,160380,3,218
76019,2,103177,2,17
76020,0,0,0,82
76021,0,0,1,32
76022,0,0,1,147
76023,1,58806,2,194
76024,1,10692,3,159
76025,3,0,2,273
76026,0,0,4,117
76027,2,10692,2,138
76028,0,183902,1,69
76029,4,0,2,20
76030,2,336798,2,19
76031,1,128304,3,53
76032,4,0,1,218
76033,2,0,2,235
76034,2,0,2,9
76035,2,267300,1,8
76036,0,88209,5,12
76037,1,80190,5,3
76038,0,0,3,14
76039,0,0,2,35
76040,1,0,3,55
76041,0,96762,12,8
76042,1,0,3,7
76043,4,0,3,89
76044,1,0,1,19
76045,1,144342,5,6
76046,1,0,4,121
76047,0,57736,1,83
76048,0,192456,3,82
76049,0,0,2,12
76050,0,0,3,55
76051,1,112266,4,57
76052,0,188179,8,2
76053,0,0,0,15
76054,0,85536,1,2
76055,0,0,1,188
76056,0,0,6,28
76057,0,86070,4,252
76058,0,80190,3,41
76059,5,434629,1,199
76060,0,0,4,16
76061,4,0,1,22
76062,4,0,4,14
76063,2,66825,6,11
76064,5,0,3,184
76065,0,143094,1,7
76066,1,0,2,15
76067,2,18711,5,70
76068,1,0,3,89
76069,0,0,2,225
76070,2,0,4,81
76071,1,220255,12,4
76072,0,0,2,166
76073,2,0,4,90
76074,0,0,4,203
76075,2,12830,1,224
76076,6,0,1,24
76077,0,0,4,11
76078,0,0,3,30
76079,0,16038,1,193
76080,0,0,2,15
76081,3,0,5,43
76082,0,143807,6,193
76083,0,434629,8,228
76084,0,0,1,103
76085,0,400950,10,15
76086,4,53460,3,52
76087,0,106920,1,89
76088,0,26195,8,11
76089,0,0,1,124
76090,0,0,3,40
76091,0,120285,7,5
76092,0,245025,4,72
76093,0,0,2,128
76094,0,0,2,196
76095,4,0,3,103
76096,1,0,3,9
76097,3,0,4,69
76098,2,5346,2,232
76099,0,181764,4,54
76100,0,0,2,246
76101,6,0,1,53
76102,0,0,5,326
76103,0,0,2,19
76104,3,194238,1,69
76105,1,136144,8,3
76106,0,42768,6,12
76107,2,0,2,39
76108,0,0,2,295
76109,2,0,2,3
76110,5,11761,0,22
76111,0,0,1,15
76112,2,158241,12,8
76113,0,48114,2,11
76114,1,171517,7,38
76115,0,159310,4,8
76116,0,374220,3,22
76117,0,53460,1,7
76118,1,0,4,355
76119,0,0,3,109
76120,1,0,3,33
76121,0,0,2,14
76122,3,101574,4,90
76123,3,0,4,18
76124,0,36531,7,1
76125,1,0,4,15
76126,1,0,4,103
76127,0,60944,3,38
76128,0,16038,1,35
76129,4,0,3,168
76130,0,0,3,217
